local-authority-code,section,max_score,score
STA,s4_coms,9,6.0
STA,s5_mset,5,0.0
STA,s6_cb,4,0.0
STA,s7_dsi,5,0.0
STA,s8_est,5,2.0
STA,s9_ee,4,3.0
STE,s1_gov,21,0.0
STE,s2_m&a,18,0.0
STE,s3_c&a,7,0.0
STE,s4_coms,9,0.0
STE,s5_mset,5,0.0
STE,s6_cb,4,0.0
STE,s7_dsi,5,0.0
STE,s8_est,5,0.0
STE,s9_ee,4,0.0
STF,s1_gov,21,15.0
STF,s2_m&a,18,11.0
STF,s3_c&a,7,7.0
STF,s4_coms,9,9.0
STF,s5_mset,5,4.0
STF,s6_cb,4,4.0
STF,s7_dsi,5,5.0
STF,s8_est,5,5.0
STF,s9_ee,4,3.0
STG,s1_gov,21,9.0
STG,s2_m&a,18,10.0
STG,s3_c&a,7,6.0
STG,s4_coms,9,7.0
STG,s5_mset,5,5.0
STG,s6_cb,4,2.0
STG,s7_dsi,5,0.0
STG,s8_est,5,4.0
STG,s9_ee,4,3.0
STH,s1_gov,21,7.0
STH,s2_m&a,18,6.0
STH,s3_c&a,7,4.0
STH,s4_coms,9,7.0
STH,s5_mset,5,2.0
STH,s6_cb,4,2.0
STH,s7_dsi,5,0.0
STH,s8_est,5,0.0
STH,s9_ee,4,2.0
STN,s1_gov,21,5.0
STN,s2_m&a,18,13.0
STN,s3_c&a,7,5.0
STN,s4_coms,9,5.0
STN,s5_mset,5,2.0
STN,s6_cb,4,4.0
STN,s7_dsi,5,0.0
STN,s8_est,5,1.0
STN,s9_ee,4,3.0
STO,s1_gov,21,15.0
STO,s2_m&a,18,15.0
STO,s3_c&a,7,7.0
STO,s4_coms,9,9.0
STO,s5_mset,5,4.0
STO,s6_cb,4,3.0
STO,s7_dsi,5,1.0
STO,s8_est,5,3.0
STO,s9_ee,4,3.0
STR,s1_gov,21,12.0
STR,s2_m&a,18,6.0
STR,s3_c&a,7,3.0
STR,s4_coms,9,1.0
STR,s5_mset,5,3.0
STR,s6_cb,4,1.0
STR,s7_dsi,5,0.0
STR,s8_est,5,1.0
STR,s9_ee,4,2.0
STS,s1_gov,21,6.0
STS,s2_m&a,18,0.0
STS,s3_c&a,5,1.0
STS,s4_coms,9,4.0
STS,s5_mset,5,1.0
STS,s6_cb,4,1.0
STS,s7_dsi,5,0.0
STS,s8_est,5,3.0
STS,s9_ee,4,1.0
STT,s1_gov,21,7.0
STT,s2_m&a,18,15.0
STT,s3_c&a,7,3.0
STT,s4_coms,9,5.0
STT,s5_mset,5,3.0
STT,s6_cb,4,2.0
STT,s7_dsi,5,0.0
STT,s8_est,5,1.0
STT,s9_ee,4,0.0
STV,s1_gov,21,6.0
STV,s2_m&a,18,7.0
STV,s3_c&a,7,2.0
STV,s4_coms,9,4.0
STV,s5_mset,5,2.0
STV,s6_cb,4,0.0
STV,s7_dsi,5,0.0
STV,s8_est,5,4.0
STV,s9_ee,4,3.0
STY,s1_gov,21,9.0
STY,s2_m&a,18,6.0
STY,s3_c&a,7,6.0
STY,s4_coms,9,7.0
STY,s5_mset,5,2.0
STY,s6_cb,4,1.0
STY,s7_dsi,5,0.0
STY,s8_est,5,2.0
STY,s9_ee,4,3.0
SUR,s1_gov,21,12.0
SUR,s2_m&a,18,17.0
SUR,s3_c&a,7,6.0
SUR,s4_coms,9,6.0
SUR,s5_mset,5,3.0
SUR,s6_cb,4,2.0
SUR,s7_dsi,5,0.0
SUR,s8_est,5,3.0
SUR,s9_ee,4,2.0
SWA,s1_gov,21,3.0
SWA,s2_m&a,18,4.0
SWA,s3_c&a,7,3.0
SWA,s4_coms,9,2.0
SWA,s5_mset,5,0.0
SWA,s6_cb,4,0.0
SWA,s7_dsi,5,0.0
SWA,s8_est,5,0.0
SWA,s9_ee,4,3.0
SWD,s1_gov,21,13.0
SWD,s2_m&a,18,10.0
SWD,s3_c&a,7,6.0
SWD,s4_coms,9,8.0
SWD,s5_mset,5,5.0
SWD,s6_cb,4,0.0
SWD,s7_dsi,5,0.0
SWD,s8_est,5,3.0
SWD,s9_ee,4,0.0
SWK,s1_gov,21,16.0
SWK,s2_m&a,18,17.0
SWK,s3_c&a,7,4.0
SWK,s4_coms,9,8.0
SWK,s5_mset,5,5.0
SWK,s6_cb,4,3.0
SWK,s7_dsi,5,3.0
SWK,s8_est,5,4.0
SWK,s9_ee,4,3.0
SWL,s1_gov,21,13.0
SWL,s2_m&a,18,13.0
SWL,s3_c&a,7,6.0
SWL,s4_coms,9,6.0
SWL,s5_mset,5,4.0
SWL,s6_cb,4,4.0
SWL,s7_dsi,5,2.0
SWL,s8_est,5,0.0
SWL,s9_ee,4,3.0
SWT,s1_gov,21,17.0
SWT,s2_m&a,18,18.0
SWT,s3_c&a,7,7.0
SWT,s4_coms,9,8.0
SWT,s5_mset,5,5.0
SWT,s6_cb,4,4.0
SWT,s7_dsi,5,3.0
SWT,s8_est,5,5.0
SWT,s9_ee,4,4.0
TAM,s1_gov,21,0.0
TAM,s2_m&a,18,0.0
TAM,s3_c&a,7,0.0
TAM,s4_coms,9,0.0
TAM,s5_mset,5,0.0
TAM,s6_cb,4,0.0
TAM,s7_dsi,5,0.0
TAM,s8_est,5,0.0
TAM,s9_ee,4,0.0
TAN,s1_gov,21,4.0
TAN,s2_m&a,18,17.0
TAN,s3_c&a,7,5.0
TAN,s4_coms,9,2.0
TAN,s5_mset,5,2.0
TAN,s6_cb,4,2.0
TAN,s7_dsi,5,0.0
TAN,s8_est,5,3.0
TAN,s9_ee,4,1.0
TAW,s1_gov,21,0.0
TAW,s2_m&a,18,0.0
TAW,s3_c&a,7,0.0
TAW,s4_coms,9,0.0
TAW,s5_mset,5,0.0
TAW,s6_cb,4,0.0
TAW,s7_dsi,5,0.0
TAW,s8_est,5,0.0
TAW,s9_ee,4,0.0
TEI,s1_gov,21,8.0
TEI,s2_m&a,18,9.0
TEI,s3_c&a,7,3.0
TEI,s4_coms,9,5.0
TEI,s5_mset,5,2.0
TEI,s6_cb,4,2.0
TEI,s7_dsi,5,0.0
TEI,s8_est,5,2.0
TEI,s9_ee,4,3.0
TEN,s1_gov,21,7.0
TEN,s2_m&a,18,0.0
TEN,s3_c&a,7,1.0
TEN,s4_coms,9,3.0
TEN,s5_mset,5,1.0
TEN,s6_cb,4,0.0
TEN,s7_dsi,5,0.0
TEN,s8_est,5,1.0
TEN,s9_ee,4,0.0
TES,s1_gov,21,7.0
TES,s2_m&a,18,1.0
TES,s3_c&a,7,2.0
TES,s4_coms,9,4.0
TES,s5_mset,5,2.0
TES,s6_cb,4,1.0
TES,s7_dsi,5,0.0
TES,s8_est,5,0.0
TES,s9_ee,4,0.0
TEW,s1_gov,21,3.0
TEW,s2_m&a,18,0.0
TEW,s3_c&a,7,2.0
TEW,s4_coms,9,0.0
TEW,s5_mset,5,2.0
TEW,s6_cb,4,0.0
TEW,s7_dsi,5,0.0
TEW,s8_est,5,0.0
TEW,s9_ee,4,0.0
TFW,s1_gov,21,16.0
TFW,s2_m&a,18,14.0
TFW,s3_c&a,7,7.0
TFW,s4_coms,9,6.0
TFW,s5_mset,5,5.0
TFW,s6_cb,4,1.0
TFW,s7_dsi,5,2.0
TFW,s8_est,5,5.0
TFW,s9_ee,4,4.0
THA,s1_gov,21,10.0
THA,s2_m&a,18,12.0
THA,s3_c&a,7,5.0
THA,s4_coms,9,7.0
THA,s5_mset,5,1.0
THA,s6_cb,4,4.0
THA,s7_dsi,5,1.0
THA,s8_est,5,3.0
THA,s9_ee,4,3.0
THE,s1_gov,21,6.0
THE,s2_m&a,18,14.0
THE,s3_c&a,7,3.0
THE,s4_coms,9,8.0
THE,s5_mset,5,5.0
THE,s6_cb,4,3.0
THE,s7_dsi,5,1.0
THE,s8_est,5,0.0
THE,s9_ee,4,3.0
THR,s1_gov,21,0.0
THR,s2_m&a,18,0.0
THR,s3_c&a,7,0.0
THR,s4_coms,9,0.0
THR,s5_mset,5,0.0
THR,s6_cb,4,0.0
THR,s7_dsi,5,0.0
THR,s8_est,5,0.0
THR,s9_ee,4,0.0
TOB,s1_gov,21,6.0
TOB,s2_m&a,18,11.0
TOB,s3_c&a,7,4.0
TOB,s4_coms,9,4.0
TOB,s5_mset,5,1.0
TOB,s6_cb,4,2.0
TOB,s7_dsi,5,0.0
TOB,s8_est,5,2.0
TOB,s9_ee,4,3.0
TOF,s1_gov,21,0.0
TOF,s2_m&a,18,0.0
TOF,s3_c&a,7,0.0
TOF,s4_coms,9,0.0
TOF,s5_mset,5,0.0
TOF,s6_cb,4,0.0
TOF,s7_dsi,5,0.0
TOF,s8_est,5,0.0
TOF,s9_ee,4,0.0
TON,s1_gov,21,13.0
TON,s2_m&a,18,13.0
TON,s3_c&a,7,6.0
TON,s4_coms,9,7.0
TON,s5_mset,5,4.0
TON,s6_cb,4,4.0
TON,s7_dsi,5,1.0
TON,s8_est,5,1.0
TON,s9_ee,4,2.0
TOR,s1_gov,21,13.0
TOR,s2_m&a,18,10.0
TOR,s3_c&a,7,6.0
TOR,s4_coms,9,8.0
TOR,s5_mset,5,4.0
TOR,s6_cb,4,2.0
TOR,s7_dsi,5,0.0
TOR,s8_est,5,2.0
TOR,s9_ee,4,3.0
TRF,s1_gov,21,13.0
TRF,s2_m&a,18,11.0
TRF,s3_c&a,7,6.0
TRF,s4_coms,9,6.0
TRF,s5_mset,5,4.0
TRF,s6_cb,4,0.0
TRF,s7_dsi,5,1.0
TRF,s8_est,5,5.0
TRF,s9_ee,4,2.0
TUN,s1_gov,21,10.0
TUN,s2_m&a,18,10.0
TUN,s3_c&a,7,4.0
TUN,s4_coms,9,5.0
TUN,s5_mset,5,3.0
TUN,s6_cb,4,4.0
TUN,s7_dsi,5,1.0
TUN,s8_est,5,1.0
TUN,s9_ee,4,2.0
TVCA,s1_gov,21,0.0
TVCA,s2_m&a,18,0.0
TVCA,s3_c&a,5,0.0
TVCA,s4_coms,9,0.0
TVCA,s5_mset,5,0.0
TVCA,s6_cb,4,0.0
TVCA,s7_dsi,5,0.0
TVCA,s8_est,5,0.0
TVCA,s9_ee,4,0.0
TWH,s1_gov,21,11.0
TWH,s2_m&a,18,4.0
TWH,s3_c&a,7,3.0
TWH,s4_coms,9,3.0
TWH,s5_mset,5,2.0
TWH,s6_cb,4,3.0
TWH,s7_dsi,5,0.0
TWH,s8_est,5,0.0
TWH,s9_ee,4,3.0
UTT,s1_gov,21,8.0
UTT,s2_m&a,18,10.0
UTT,s3_c&a,7,3.0
UTT,s4_coms,9,6.0
UTT,s5_mset,5,3.0
UTT,s6_cb,4,2.0
UTT,s7_dsi,5,0.0
UTT,s8_est,5,1.0
UTT,s9_ee,4,3.0
VAL,s1_gov,21,0.0
VAL,s2_m&a,18,0.0
VAL,s3_c&a,7,0.0
VAL,s4_coms,9,0.0
VAL,s5_mset,5,0.0
VAL,s6_cb,4,0.0
VAL,s7_dsi,5,0.0
VAL,s8_est,5,0.0
VAL,s9_ee,4,0.0
VGL,s1_gov,21,10.0
VGL,s2_m&a,18,14.0
VGL,s3_c&a,7,4.0
VGL,s4_coms,9,4.0
VGL,s5_mset,5,2.0
VGL,s6_cb,4,2.0
VGL,s7_dsi,5,0.0
VGL,s8_est,5,1.0
VGL,s9_ee,4,2.0
WAE,s1_gov,21,18.0
WAE,s2_m&a,18,17.0
WAE,s3_c&a,7,6.0
WAE,s4_coms,9,8.0
WAE,s5_mset,5,4.0
WAE,s6_cb,4,4.0
WAE,s7_dsi,5,0.0
WAE,s8_est,5,3.0
WAE,s9_ee,4,3.0
WAR,s1_gov,21,7.0
WAR,s2_m&a,18,1.0
WAR,s3_c&a,5,2.0
WAR,s4_coms,9,6.0
WAR,s5_mset,5,1.0
WAR,s6_cb,4,0.0
WAR,s7_dsi,5,0.0
WAR,s8_est,5,0.0
WAR,s9_ee,4,1.0
WAT,s1_gov,21,10.0
WAT,s2_m&a,18,6.0
WAT,s3_c&a,7,2.0
WAT,s4_coms,9,5.0
WAT,s5_mset,5,3.0
WAT,s6_cb,4,2.0
WAT,s7_dsi,5,0.0
WAT,s8_est,5,0.0
WAT,s9_ee,4,3.0
WAW,s1_gov,21,19.0
WAW,s2_m&a,18,10.0
WAW,s3_c&a,7,3.0
WAW,s4_coms,9,6.0
WAW,s5_mset,5,4.0
WAW,s6_cb,4,2.0
WAW,s7_dsi,5,0.0
WAW,s8_est,5,0.0
WAW,s9_ee,4,3.0
WBK,s1_gov,21,13.0
WBK,s2_m&a,18,12.0
WBK,s3_c&a,7,4.0
WBK,s4_coms,9,7.0
WBK,s5_mset,5,3.0
WBK,s6_cb,4,3.0
WBK,s7_dsi,5,0.0
WBK,s8_est,5,4.0
WBK,s9_ee,4,3.0
WDE,s1_gov,21,16.0
WDE,s2_m&a,18,11.0
WDE,s3_c&a,7,6.0
WDE,s4_coms,9,8.0
WDE,s5_mset,5,4.0
WDE,s6_cb,4,4.0
WDE,s7_dsi,5,2.0
WDE,s8_est,5,2.0
WDE,s9_ee,4,3.0
WDU,s1_gov,21,11.0
WDU,s2_m&a,18,10.0
WDU,s3_c&a,7,7.0
WDU,s4_coms,9,7.0
WDU,s5_mset,5,2.0
WDU,s6_cb,4,0.0
WDU,s7_dsi,5,0.0
WDU,s8_est,5,3.0
WDU,s9_ee,4,2.0
WEA,s1_gov,21,8.0
WEA,s2_m&a,18,2.0
WEA,s3_c&a,7,3.0
WEA,s4_coms,9,5.0
WEA,s5_mset,5,4.0
WEA,s6_cb,4,0.0
WEA,s7_dsi,5,0.0
WEA,s8_est,5,0.0
WEA,s9_ee,4,0.0
WECA,s1_gov,21,10.0
WECA,s2_m&a,18,7.0
WECA,s3_c&a,5,2.0
WECA,s4_coms,9,3.0
WECA,s5_mset,5,1.0
WECA,s6_cb,4,2.0
WECA,s7_dsi,5,0.0
WECA,s8_est,5,0.0
WECA,s9_ee,4,2.0
WEW,s1_gov,21,9.0
WEW,s2_m&a,18,3.0
WEW,s3_c&a,7,2.0
WEW,s4_coms,9,2.0
WEW,s5_mset,5,3.0
WEW,s6_cb,4,1.0
WEW,s7_dsi,5,0.0
WEW,s8_est,5,1.0
WEW,s9_ee,4,1.0
WFT,s1_gov,21,0.0
WFT,s2_m&a,18,0.0
WFT,s3_c&a,7,0.0
WFT,s4_coms,9,0.0
WFT,s5_mset,5,0.0
WFT,s6_cb,4,0.0
WFT,s7_dsi,5,0.0
WFT,s8_est,5,0.0
WFT,s9_ee,4,0.0
WGN,s1_gov,21,10.0
WGN,s2_m&a,18,8.0
WGN,s3_c&a,7,4.0
WGN,s4_coms,9,5.0
WGN,s5_mset,5,4.0
WGN,s6_cb,4,4.0
WGN,s7_dsi,5,1.0
WGN,s8_est,5,2.0
WGN,s9_ee,4,2.0
WIL,s1_gov,21,13.0
WIL,s2_m&a,18,17.0
WIL,s3_c&a,7,5.0
WIL,s4_coms,9,9.0
WIL,s5_mset,5,4.0
WIL,s6_cb,4,4.0
WIL,s7_dsi,5,4.0
WIL,s8_est,5,3.0
WIL,s9_ee,4,4.0
WIN,s1_gov,21,15.0
WIN,s2_m&a,18,4.0
WIN,s3_c&a,7,5.0
WIN,s4_coms,9,8.0
WIN,s5_mset,5,3.0
WIN,s6_cb,4,1.0
WIN,s7_dsi,5,0.0
WIN,s8_est,5,0.0
WIN,s9_ee,4,3.0
WKF,s1_gov,21,15.0
WKF,s2_m&a,18,7.0
WKF,s3_c&a,7,7.0
WKF,s4_coms,9,6.0
WKF,s5_mset,5,2.0
WKF,s6_cb,4,3.0
WKF,s7_dsi,5,1.0
WKF,s8_est,5,1.0
WKF,s9_ee,4,4.0
WLA,s1_gov,21,13.0
WLA,s2_m&a,18,9.0
WLA,s3_c&a,7,6.0
WLA,s4_coms,9,5.0
WLA,s5_mset,5,5.0
WLA,s6_cb,4,2.0
WLA,s7_dsi,5,0.0
WLA,s8_est,5,1.0
WLA,s9_ee,4,1.0
WLI,s1_gov,21,14.0
WLI,s2_m&a,18,12.0
WLI,s3_c&a,7,3.0
WLI,s4_coms,9,7.0
WLI,s5_mset,5,3.0
WLI,s6_cb,4,3.0
WLI,s7_dsi,5,0.0
WLI,s8_est,5,2.0
WLI,s9_ee,4,2.0
WLL,s1_gov,21,10.0
WLL,s2_m&a,18,13.0
WLL,s3_c&a,7,5.0
WLL,s4_coms,9,4.0
WLL,s5_mset,5,2.0
WLL,s6_cb,4,2.0
WLL,s7_dsi,5,1.0
WLL,s8_est,5,3.0
WLL,s9_ee,4,1.0
WLN,s1_gov,21,5.0
WLN,s2_m&a,18,10.0
WLN,s3_c&a,7,4.0
WLN,s4_coms,9,4.0
WLN,s5_mset,5,2.0
WLN,s6_cb,4,3.0
WLN,s7_dsi,5,1.0
WLN,s8_est,5,2.0
WLN,s9_ee,4,2.0
WLV,s1_gov,21,4.0
WLV,s2_m&a,18,2.0
WLV,s3_c&a,7,1.0
WLV,s4_coms,9,5.0
WLV,s5_mset,5,3.0
WLV,s6_cb,4,0.0
WLV,s7_dsi,5,0.0
WLV,s8_est,5,0.0
WLV,s9_ee,4,2.0
WMCA,s1_gov,21,18.0
WMCA,s2_m&a,18,17.0
WMCA,s3_c&a,5,5.0
WMCA,s4_coms,9,8.0
WMCA,s5_mset,5,4.0
WMCA,s6_cb,4,4.0
WMCA,s7_dsi,5,4.0
WMCA,s8_est,5,4.0
WMCA,s9_ee,4,4.0
WND,s1_gov,21,10.0
WND,s2_m&a,18,11.0
WND,s3_c&a,7,6.0
WND,s4_coms,9,7.0
WND,s5_mset,5,2.0
WND,s6_cb,4,2.0
WND,s7_dsi,5,0.0
WND,s8_est,5,4.0
WND,s9_ee,4,3.0
WNM,s1_gov,21,12.0
WNM,s2_m&a,18,6.0
WNM,s3_c&a,7,4.0
WNM,s4_coms,9,8.0
WNM,s5_mset,5,2.0
WNM,s6_cb,4,2.0
WNM,s7_dsi,5,0.0
WNM,s8_est,5,1.0
WNM,s9_ee,4,3.0
WNT,s1_gov,21,3.0
WNT,s2_m&a,18,4.0
WNT,s3_c&a,7,3.0
WNT,s4_coms,9,4.0
WNT,s5_mset,5,3.0
WNT,s6_cb,4,1.0
WNT,s7_dsi,5,1.0
WNT,s8_est,5,2.0
WNT,s9_ee,4,2.0
WOC,s1_gov,21,10.0
WOC,s2_m&a,18,11.0
WOC,s3_c&a,7,3.0
WOC,s4_coms,9,6.0
WOC,s5_mset,5,3.0
WOC,s6_cb,4,1.0
WOC,s7_dsi,5,0.0
WOC,s8_est,5,3.0
WOC,s9_ee,4,1.0
WOI,s1_gov,21,11.0
WOI,s2_m&a,18,17.0
WOI,s3_c&a,7,6.0
WOI,s4_coms,9,7.0
WOI,s5_mset,5,5.0
WOI,s6_cb,4,3.0
WOI,s7_dsi,5,0.0
WOI,s8_est,5,3.0
WOI,s9_ee,4,3.0
WOK,s1_gov,21,20.0
WOK,s2_m&a,18,6.0
WOK,s3_c&a,7,5.0
WOK,s4_coms,9,8.0
WOK,s5_mset,5,4.0
WOK,s6_cb,4,4.0
WOK,s7_dsi,5,2.0
WOK,s8_est,5,3.0
WOK,s9_ee,4,3.0
WOR,s1_gov,21,8.0
WOR,s2_m&a,18,8.0
WOR,s3_c&a,5,2.0
WOR,s4_coms,9,3.0
WOR,s5_mset,5,4.0
WOR,s6_cb,4,2.0
WOR,s7_dsi,5,1.0
WOR,s8_est,5,1.0
WOR,s9_ee,4,2.0
WOT,s1_gov,21,13.0
WOT,s2_m&a,18,12.0
WOT,s3_c&a,7,2.0
WOT,s4_coms,9,5.0
WOT,s5_mset,5,3.0
WOT,s6_cb,4,3.0
WOT,s7_dsi,5,2.0
WOT,s8_est,5,3.0
WOT,s9_ee,4,1.0
WOX,s1_gov,21,10.0
WOX,s2_m&a,18,8.0
WOX,s3_c&a,7,3.0
WOX,s4_coms,9,9.0
WOX,s5_mset,5,4.0
WOX,s6_cb,4,2.0
WOX,s7_dsi,5,0.0
WOX,s8_est,5,1.0
WOX,s9_ee,4,2.0
WRL,s1_gov,21,12.0
WRL,s2_m&a,18,11.0
WRL,s3_c&a,7,6.0
WRL,s4_coms,9,4.0
WRL,s5_mset,5,3.0
WRL,s6_cb,4,2.0
WRL,s7_dsi,5,1.0
WRL,s8_est,5,2.0
WRL,s9_ee,4,1.0
WRT,s1_gov,21,9.0
WRT,s2_m&a,18,3.0
WRT,s3_c&a,7,1.0
WRT,s4_coms,9,5.0
WRT,s5_mset,5,2.0
WRT,s6_cb,4,1.0
WRT,s7_dsi,5,0.0
WRT,s8_est,5,2.0
WRT,s9_ee,4,2.0
WRX,s1_gov,21,8.0
WRX,s2_m&a,18,3.0
WRX,s3_c&a,7,4.0
WRX,s4_coms,9,0.0
WRX,s5_mset,5,2.0
WRX,s6_cb,4,0.0
WRX,s7_dsi,5,0.0
WRX,s8_est,5,0.0
WRX,s9_ee,4,1.0
WSK,s1_gov,21,17.0
WSK,s2_m&a,18,12.0
WSK,s3_c&a,7,5.0
WSK,s4_coms,9,6.0
WSK,s5_mset,5,4.0
WSK,s6_cb,4,3.0
WSK,s7_dsi,5,0.0
WSK,s8_est,5,3.0
WSK,s9_ee,4,3.0
WSM,s1_gov,21,11.0
WSM,s2_m&a,18,10.0
WSM,s3_c&a,7,3.0
WSM,s4_coms,9,7.0
WSM,s5_mset,5,3.0
WSM,s6_cb,4,3.0
WSM,s7_dsi,5,2.0
WSM,s8_est,5,3.0
WSM,s9_ee,4,2.0
WSX,s1_gov,21,11.0
WSX,s2_m&a,18,2.0
WSX,s3_c&a,5,2.0
WSX,s4_coms,9,4.0
WSX,s5_mset,5,2.0
WSX,s6_cb,4,1.0
WSX,s7_dsi,5,0.0
WSX,s8_est,5,3.0
WSX,s9_ee,4,1.0
WYC,s1_gov,21,15.0
WYC,s2_m&a,18,5.0
WYC,s3_c&a,7,4.0
WYC,s4_coms,9,3.0
WYC,s5_mset,5,4.0
WYC,s6_cb,4,4.0
WYC,s7_dsi,5,0.0
WYC,s8_est,5,2.0
WYC,s9_ee,4,3.0
WYCA,s1_gov,21,9.0
WYCA,s2_m&a,18,5.0
WYCA,s3_c&a,5,2.0
WYCA,s4_coms,9,4.0
WYCA,s5_mset,5,4.0
WYCA,s6_cb,4,1.0
WYCA,s7_dsi,5,0.0
WYCA,s8_est,5,1.0
WYCA,s9_ee,4,0.0
WYE,s1_gov,21,3.0
WYE,s2_m&a,18,0.0
WYE,s3_c&a,7,3.0
WYE,s4_coms,9,3.0
WYE,s5_mset,5,1.0
WYE,s6_cb,4,0.0
WYE,s7_dsi,5,0.0
WYE,s8_est,5,1.0
WYE,s9_ee,4,0.0
WYR,s1_gov,21,7.0
WYR,s2_m&a,18,7.0
WYR,s3_c&a,7,4.0
WYR,s4_coms,9,4.0
WYR,s5_mset,5,4.0
WYR,s6_cb,4,3.0
WYR,s7_dsi,5,0.0
WYR,s8_est,5,3.0
WYR,s9_ee,4,2.0
YOR,s1_gov,21,0.0
YOR,s2_m&a,18,0.0
YOR,s3_c&a,7,0.0
YOR,s4_coms,9,0.0
YOR,s5_mset,5,0.0
YOR,s6_cb,4,0.0
YOR,s7_dsi,5,0.0
YOR,s8_est,5,0.0
YOR,s9_ee,4,0.0
ZET,s1_gov,21,0.0
ZET,s2_m&a,18,0.0
ZET,s3_c&a,7,0.0
ZET,s4_coms,9,0.0
ZET,s5_mset,5,0.0
ZET,s6_cb,4,0.0
ZET,s7_dsi,5,0.0
ZET,s8_est,5,0.0
ZET,s9_ee,4,0.0
